"Tabela 3419 - Índices de volume e de receita nominal de vendas no comércio varejista ampliado, por tipos de índice e atividades (2014 = 100)"
"Variável - Índice de volume de vendas no comércio varejista ampliado (Número-índice)"
"Brasil e Unidade da Federação","Mês","Atividades x Tipos de índice"
"Brasil e Unidade da Federação","Mês","Combustíveis e lubrificantes","Hipermercados, supermercados, produtos alimentícios, bebidas e fumo","Hipermercados e supermercados","Tecidos, vestuário e calçados","Móveis e eletrodomésticos","Móveis","Eletrodomésticos","Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos","Livros, jornais, revistas e papelaria","Equipamentos e materiais para escritório, informática e comunicação","Outros artigos de uso pessoal e doméstico","Veículos, motocicletas, partes e peças","Material de construção"
"Brasil e Unidade da Federação","Mês","Índice base fixa (2014=100)","Índice base fixa (2014=100)","Índice base fixa (2014=100)","Índice base fixa (2014=100)","Índice base fixa (2014=100)","Índice base fixa (2014=100)","Índice base fixa (2014=100)","Índice base fixa (2014=100)","Índice base fixa (2014=100)","Índice base fixa (2014=100)","Índice base fixa (2014=100)","Índice base fixa (2014=100)","Índice base fixa (2014=100)"
"Goiás","julho 2012","100.0","105.2","105.2","90.1","88.7","100.7","85.6","72.9","89.0","70.3","72.4","106.0","105.9"
"Goiás","agosto 2012","103.1","104.9","105.3","86.2","92.2","103.6","89.4","77.9","86.8","69.8","78.7","123.6","113.8"
"Goiás","setembro 2012","97.0","105.6","105.8","79.7","83.8","92.5","81.8","75.3","93.4","73.9","67.2","85.3","106.1"
"Goiás","outubro 2012","100.1","106.6","106.8","84.8","90.7","94.3","90.7","75.0","90.0","78.3","77.6","118.9","111.7"
"Goiás","novembro 2012","93.1","104.6","104.6","86.8","90.4","95.5","89.7","74.0","101.5","72.1","76.5","101.0","95.8"
"Goiás","dezembro 2012","89.0","122.0","121.9","155.2","128.0","126.4","129.9","85.0","141.5","82.7","130.5","108.3","79.3"
"Goiás","janeiro 2013","90.5","99.7","99.5","77.3","102.3","103.7","103.1","77.3","160.4","82.6","79.2","116.1","99.6"
"Goiás","fevereiro 2013","85.7","92.5","92.6","63.8","78.5","78.3","79.4","74.5","89.1","76.0","62.7","94.5","85.5"
"Goiás","março 2013","103.2","108.0","108.3","77.3","87.3","84.9","89.4","74.8","96.1","91.0","89.2","111.7","95.0"
"Goiás","abril 2013","102.4","94.8","95.5","83.0","87.5","85.6","89.4","77.7","81.0","90.7","67.7","110.6","102.3"
"Goiás","maio 2013","104.2","102.2","102.9","110.9","96.2","89.5","98.3","81.7","88.1","102.5","75.0","105.9","101.6"
"Goiás","junho 2013","104.4","97.7","98.0","99.9","87.5","79.5","90.1","80.7","82.6","87.4","70.5","107.4","103.9"
"Goiás","julho 2013","106.9","104.2","104.0","102.3","101.8","104.9","100.8","87.0","93.9","90.4","77.5","111.6","108.3"
"Goiás","agosto 2013","99.8","106.2","106.4","96.4","105.4","114.8","102.3","89.6","92.7","105.7","81.1","109.4","110.4"
"Goiás","setembro 2013","103.7","101.2","101.2","85.6","95.0","101.7","92.8","84.6","95.5","102.9","79.8","104.3","104.2"
"Goiás","outubro 2013","101.6","102.8","102.8","91.2","103.5","110.8","101.2","89.7","93.7","107.3","90.9","107.4","109.6"
"Goiás","novembro 2013","93.9","105.9","106.1","99.3","102.9","110.3","100.6","89.3","107.9","102.3","91.1","108.2","101.3"
"Goiás","dezembro 2013","95.0","123.7","123.8","176.6","133.8","139.3","132.1","118.2","160.8","86.8","150.5","103.2","90.6"
"Goiás","janeiro 2014","91.0","105.7","105.6","87.3","108.7","108.8","108.7","96.8","158.0","90.4","90.7","111.5","98.6"
"Goiás","fevereiro 2014","91.8","98.0","98.3","77.0","87.5","89.8","86.8","89.6","102.6","85.3","78.9","88.8","96.2"
"Goiás","março 2014","95.8","106.9","107.2","84.8","91.8","90.9","92.1","95.1","98.8","79.5","80.1","94.1","90.6"
"Goiás","abril 2014","98.2","105.0","105.3","87.3","91.1","90.9","91.1","94.6","89.6","81.8","94.3","104.0","93.2"
"Goiás","maio 2014","103.0","102.8","103.1","116.6","106.0","101.1","107.6","106.1","94.3","102.8","88.4","106.9","102.3"
"Goiás","junho 2014","95.4","89.8","89.6","100.5","88.6","88.6","88.5","98.6","78.8","103.7","93.1","91.4","96.2"
"Goiás","julho 2014","104.4","93.4","92.9","105.1","93.9","102.0","91.2","101.8","83.1","104.6","100.8","102.0","106.5"
"Goiás","agosto 2014","99.3","96.6","96.4","99.1","93.2","97.9","91.7","105.3","93.4","103.5","100.1","97.0","110.8"
"Goiás","setembro 2014","111.3","91.6","91.3","83.3","96.0","102.5","93.9","99.2","73.4","94.2","93.8","100.8","108.5"
"Goiás","outubro 2014","110.6","107.1","107.3","89.9","103.6","100.9","104.5","102.3","77.4","96.1","106.6","106.2","114.1"
"Goiás","novembro 2014","102.2","93.4","93.5","100.7","111.5","106.3","113.2","97.6","115.5","124.1","115.6","101.8","96.5"
"Goiás","dezembro 2014","97.0","109.8","109.6","168.3","128.1","120.3","130.7","112.8","135.1","134.0","157.5","95.4","86.3"
"Goiás","janeiro 2015","96.0","91.2","90.9","85.6","106.5","101.8","108.1","98.4","136.8","118.2","96.9","94.2","101.2"
"Goiás","fevereiro 2015","90.9","82.6","82.3","66.8","75.8","73.8","76.5","88.7","72.5","113.9","82.3","73.1","92.5"
"Goiás","março 2015","98.5","88.2","88.2","80.6","84.6","82.3","85.4","102.7","82.0","137.3","100.7","85.7","106.3"
"Goiás","abril 2015","91.0","88.8","88.7","78.5","74.5","72.0","75.4","98.4","77.2","102.9","104.7","77.1","96.8"
"Goiás","maio 2015","95.5","84.7","84.5","107.0","85.6","82.0","86.9","105.3","80.3","109.8","103.8","79.0","99.0"
"Goiás","junho 2015","97.4","80.0","79.6","96.8","74.3","72.9","74.8","102.5","74.9","100.1","96.6","79.2","100.7"
"Goiás","julho 2015","100.2","85.5","84.8","92.8","77.7","84.5","75.5","101.5","76.9","99.4","104.2","80.4","98.4"
"Goiás","agosto 2015","101.8","86.1","86.2","84.9","72.9","74.2","72.5","103.6","80.2","99.8","95.2","74.6","104.0"
"Goiás","setembro 2015","96.8","84.1","84.2","74.6","73.1","76.0","72.2","97.2","73.1","99.1","87.7","69.6","96.0"
"Goiás","outubro 2015","101.1","91.9","91.6","82.1","80.7","76.5","82.1","100.1","80.3","92.0","102.0","67.7","90.6"
"Goiás","novembro 2015","94.2","84.4","84.4","89.5","88.6","81.9","90.9","96.4","88.1","104.0","114.5","66.5","81.7"
"Goiás","dezembro 2015","96.8","101.8","101.4","154.8","91.6","90.3","92.0","112.7","115.4","90.7","169.6","66.6","75.8"
"Goiás","janeiro 2016","90.0","82.7","82.2","77.3","75.8","129.3","58.5","94.9","134.1","79.3","92.5","65.0","74.5"
"Goiás","fevereiro 2016","87.6","76.4","76.1","59.0","68.8","70.1","68.4","93.8","74.2","75.4","75.5","64.1","71.3"
"Goiás","março 2016","89.9","84.1","84.1","67.2","72.4","72.1","72.4","103.6","72.6","74.1","99.8","70.4","84.4"
"Goiás","abril 2016","86.8","80.2","80.3","75.6","66.4","67.4","66.0","95.2","62.6","73.1","94.2","65.9","78.4"
"Goiás","maio 2016","86.7","78.3","77.4","81.9","67.0","67.4","67.0","98.1","66.3","71.4","88.5","67.3","76.8"
"Goiás","junho 2016","87.7","75.4","74.7","84.5","61.2","58.8","62.0","97.0","64.6","53.7","89.1","70.7","85.0"
"Goiás","julho 2016","92.2","79.5","78.3","86.4","63.9","63.9","63.9","94.0","66.5","56.1","100.2","62.2","83.6"
"Goiás","agosto 2016","87.8","79.2","78.4","78.9","63.0","63.6","62.8","97.2","67.3","56.1","89.3","63.1","89.9"
"Goiás","setembro 2016","88.2","81.3","80.7","73.3","60.8","62.1","60.4","91.0","66.7","50.0","86.7","62.2","83.0"
"Goiás","outubro 2016","89.1","84.9","84.2","78.0","64.5","64.1","64.7","91.9","68.6","49.9","104.7","56.3","80.0"
"Goiás","novembro 2016","84.3","83.7","83.0","83.3","80.9","78.2","81.8","91.9","81.7","55.8","117.4","66.7","80.1"
"Goiás","dezembro 2016","89.1","99.7","98.7","142.0","79.4","75.5","80.6","107.6","115.9","58.5","161.8","68.6","79.6"
"Goiás","janeiro 2017","66.0","82.9","83.4","71.4","67.0","69.3","66.6","91.1","107.0","42.4","79.6","46.1","75.6"
"Goiás","fevereiro 2017","68.7","76.8","77.5","59.7","55.0","48.3","56.5","84.4","61.4","38.0","69.5","45.3","66.2"
"Goiás","março 2017","73.9","62.8","62.0","68.5","72.2","68.8","73.7","101.9","72.2","47.6","76.9","59.5","86.8"
"Goiás","abril 2017","67.8","69.8","69.5","71.7","63.4","57.7","65.5","90.5","57.0","51.1","85.5","56.0","70.1"
"Goiás","maio 2017","73.0","67.5","66.9","81.4","74.5","66.0","77.7","98.5","62.6","51.0","83.7","63.4","76.2"
"Goiás","junho 2017","71.4","66.0","65.3","91.9","68.5","64.4","70.6","96.8","55.2","51.5","85.4","65.5","70.3"
"Goiás","julho 2017","65.0","68.8","67.0","93.1","68.8","64.8","70.9","96.1","57.3","51.2","87.2","54.1","77.6"
"Goiás","agosto 2017","65.3","68.1","67.3","73.9","73.7","68.4","76.1","105.9","53.8","55.0","79.2","59.0","79.9"
"Goiás","setembro 2017","66.9","71.3","70.6","69.3","67.1","64.0","68.6","101.8","48.6","48.8","81.2","52.8","74.5"
"Goiás","outubro 2017","64.9","70.9","70.4","68.7","75.7","69.4","78.3","97.5","51.9","45.9","89.7","57.9","76.3"
"Goiás","novembro 2017","63.1","79.8","79.9","77.8","89.2","88.6","90.5","98.5","67.8","51.8","103.9","56.3","74.9"
"Goiás","dezembro 2017","64.7","92.7","92.9","123.5","90.8","93.4","91.3","108.4","84.2","51.2","135.5","52.1","64.8"
"Goiás","janeiro 2018","59.9","67.4","67.2","61.4","78.6","74.0","80.8","97.0","88.2","46.0","82.8","60.8","72.7"
"Goiás","fevereiro 2018","57.1","60.6","60.2","53.1","62.2","56.8","64.7","88.3","54.7","40.6","73.8","53.2","64.4"
"Goiás","março 2018","63.8","68.2","67.9","69.5","76.3","71.8","79.0","105.5","57.9","47.9","95.7","62.6","72.1"
"Goiás","abril 2018","65.9","68.0","68.0","81.5","69.8","60.5","73.7","101.2","49.3","47.3","84.7","64.3","70.0"
"Goiás","maio 2018","62.7","70.7","70.6","97.0","75.4","69.6","78.3","104.4","48.3","51.4","86.9","59.9","72.2"
"Goiás","junho 2018","56.8","68.0","68.1","96.7","72.6","67.9","75.3","105.5","50.7","48.1","97.0","56.4","70.5"
"Goiás","julho 2018","60.9","69.2","68.9","89.0","68.4","64.3","70.6","107.0","42.6","48.2","101.6","62.1","71.8"
"Goiás","agosto 2018","62.1","71.4","71.3","91.6","79.4","71.9","82.7","112.1","39.8","53.2","97.1","69.2","79.4"
"Goiás","setembro 2018","64.1","67.1","66.7","80.1","71.0","71.6","71.7","99.9","36.4","47.4","96.7","61.8","74.2"
"Goiás","outubro 2018","66.2","71.1","70.9","83.5","72.0","65.5","74.9","104.5","30.1","48.3","108.5","66.8","76.9"
"Goiás","novembro 2018","59.9","80.1","80.6","98.4","97.3","85.0","102.3","105.6","26.3","53.6","154.8","67.1","75.5"
"Goiás","dezembro 2018","62.5","91.0","92.1","137.8","86.1","88.7","86.5","115.8","34.1","55.7","169.9","62.7","65.8"
"Goiás","janeiro 2019","59.9","69.1","68.5","69.7","77.5","68.3","81.2","101.1","42.2","47.9","113.2","66.5","73.0"
"Goiás","fevereiro 2019","56.5","63.8","63.7","73.5","63.5","58.8","65.9","96.8","24.8","43.4","96.9","64.6","67.1"
"Goiás","março 2019","63.8","66.2","65.6","92.7","68.3","58.5","72.0","106.7","24.8","46.1","110.9","64.7","68.7"
"Goiás","abril 2019","60.5","61.9","61.3","78.2","70.4","62.8","73.9","100.6","25.3","53.0","121.6","63.5","70.4"
"Goiás","maio 2019","61.2","67.7","67.2","85.4","71.2","62.2","74.9","112.9","25.4","49.8","114.7","68.7","76.0"
"Goiás","junho 2019","57.2","66.4","66.4","95.4","63.2","68.4","62.6","108.1","22.4","43.0","115.6","64.7","69.7"
"Goiás","julho 2019","59.4","63.7","63.3","90.1","67.2","79.3","64.6","111.2","24.9","52.2","118.5","71.7","77.7"
"Goiás","agosto 2019","61.6","66.2","65.9","86.8","74.4","88.3","71.2","113.3","25.2","53.8","119.2","72.7","77.0"
"Goiás","setembro 2019","59.7","67.3","67.3","81.5","75.4","88.9","72.4","106.0","23.6","53.9","114.4","70.7","78.2"
"Goiás","outubro 2019","62.4","69.8","69.9","88.6","82.2","83.5","82.9","109.7","25.6","58.9","128.8","72.8","87.5"
"Goiás","novembro 2019","61.7","77.3","78.0","100.8","106.9","116.8","105.4","107.9","24.3","66.4","163.1","69.6","80.4"
"Goiás","dezembro 2019","61.5","80.3","81.5","156.0","92.4","96.6","92.5","111.1","35.4","55.2","184.1","67.3","67.9"
"Goiás","janeiro 2020","54.5","65.3","65.5","79.2","82.5","82.8","83.9","105.2","39.2","55.8","130.4","75.7","74.6"
"Goiás","fevereiro 2020","54.3","61.6","61.1","82.2","73.2","77.1","73.4","98.6","28.2","50.0","110.6","59.8","66.8"
"Goiás","março 2020","55.4","70.2","70.1","46.6","57.0","56.9","58.0","109.2","16.7","47.4","84.3","64.9","66.6"
"Goiás","abril 2020","47.2","66.0","65.4","8.1","48.0","39.5","51.3","77.4","8.0","26.4","53.6","40.5","60.6"
"Goiás","maio 2020","51.0","67.1","67.2","37.7","89.5","82.0","93.5","91.3","9.6","40.8","91.2","51.5","79.1"
"Goiás","junho 2020","53.5","65.0","64.9","49.8","86.4","68.6","93.2","106.5","12.2","44.6","96.9","55.4","89.0"
"Goiás","julho 2020","53.0","68.0","68.1","57.2","96.0","79.2","102.3","117.7","13.3","51.5","103.6","61.1","98.0"
"Goiás","agosto 2020","56.0","65.6","65.3","78.1","106.0","91.4","111.8","118.4","17.5","57.8","128.5","65.5","96.2"
"Goiás","setembro 2020","58.6","63.2","63.2","82.0","104.2","99.4","106.7","120.2","16.4","57.8","119.4","70.4","94.6"
"Goiás","outubro 2020","61.8","64.9","64.8","92.0","109.3","97.3","113.8","128.0","19.8","71.9","142.6","74.5","100.1"
"Goiás","novembro 2020","57.8","60.6","60.5","108.4","116.7","115.2","118.1","128.4","19.5","59.3","173.7","70.3","93.5"
"Goiás","dezembro 2020","61.3","70.6","70.8","150.8","96.3","104.1","95.3","140.8","26.3","64.5","188.5","73.8","83.5"
"Goiás","janeiro 2021","58.1","58.2","58.0","76.8","81.9","84.9","82.0","124.6","21.7","59.6","124.3","68.5","81.2"
"Goiás","fevereiro 2021","59.1","54.0","53.7","66.3","75.6","82.2","74.6","115.4","14.8","54.7","102.1","68.0","81.0"
"Goiás","março 2021","55.4","61.4","61.2","31.1","69.4","58.0","73.6","131.3","12.1","49.3","73.2","78.3","74.5"
"Goiás","abril 2021","50.9","59.9","59.7","73.4","84.7","76.5","88.2","127.7","19.5","62.1","118.8","86.8","85.9"
"Goiás","maio 2021","58.6","60.6","60.5","94.8","84.6","87.3","84.9","141.2","17.8","67.1","132.6","86.3","92.1"
"Goiás","junho 2021","57.1","58.6","58.3","93.8","77.7","82.3","77.2","139.8","18.0","55.9","126.3","88.2","93.4"
"Goiás","julho 2021","57.3","61.4","60.8","97.8","81.3","88.6","80.2","145.5","18.5","64.6","175.3","91.7","95.6"
"Goiás","agosto 2021","55.7","60.1","59.5","89.8","77.8","89.1","75.2","146.7","18.8","69.0","124.7","92.0","93.8"
"Distrito Federal","janeiro 2000","63.2","74.6","73.4","63.0","29.5","-","-","-","-","-","-","33.3","-"
"Distrito Federal","fevereiro 2000","69.4","78.1","76.2","65.9","26.6","-","-","-","-","-","-","36.7","-"
"Distrito Federal","março 2000","70.5","82.2","80.0","65.5","28.2","-","-","-","-","-","-","34.8","-"
"Distrito Federal","abril 2000","70.5","83.7","82.7","72.3","26.7","-","-","-","-","-","-","32.9","-"
"Distrito Federal","maio 2000","73.5","80.0","79.2","88.1","32.6","-","-","-","-","-","-","34.8","-"
"Distrito Federal","junho 2000","69.9","81.5","80.2","88.4","28.7","-","-","-","-","-","-","31.8","-"
"Distrito Federal","julho 2000","68.6","83.8","82.8","87.3","32.5","-","-","-","-","-","-","38.9","-"
"Distrito Federal","agosto 2000","66.5","86.5","85.5","83.8","30.9","-","-","-","-","-","-","38.7","-"
"Distrito Federal","setembro 2000","64.6","83.9","83.2","78.2","32.5","-","-","-","-","-","-","34.4","-"
"Distrito Federal","outubro 2000","64.7","84.6","84.2","75.5","32.8","-","-","-","-","-","-","37.1","-"
"Distrito Federal","novembro 2000","64.5","83.2","83.0","86.3","35.0","-","-","-","-","-","-","36.1","-"
"Distrito Federal","dezembro 2000","67.2","100.3","100.5","200.2","50.3","-","-","-","-","-","-","42.9","-"
"Distrito Federal","janeiro 2001","57.1","76.2","75.7","69.5","32.9","-","-","-","-","-","-","37.5","-"
"Distrito Federal","fevereiro 2001","54.5","77.0","76.2","69.6","26.4","-","-","-","-","-","-","35.1","-"
"Distrito Federal","março 2001","66.4","82.8","82.0","79.4","32.5","-","-","-","-","-","-","45.7","-"
"Distrito Federal","abril 2001","64.3","82.8","82.6","75.5","26.4","-","-","-","-","-","-","39.3","-"
"Distrito Federal","maio 2001","67.5","76.6","76.1","87.7","30.9","-","-","-","-","-","-","36.7","-"
"Distrito Federal","junho 2001","80.8","87.5","88.8","89.6","25.8","-","-","-","-","-","-","35.0","-"
"Distrito Federal","julho 2001","66.1","85.5","86.0","88.1","27.9","-","-","-","-","-","-","37.2","-"
"Distrito Federal","agosto 2001","70.1","90.2","90.6","84.7","27.1","-","-","-","-","-","-","33.9","-"
"Distrito Federal","setembro 2001","67.5","88.2","88.9","72.3","24.1","-","-","-","-","-","-","31.7","-"
"Distrito Federal","outubro 2001","70.0","80.0","79.0","81.4","28.2","-","-","-","-","-","-","38.6","-"
"Distrito Federal","novembro 2001","64.2","80.3","80.7","87.1","28.1","-","-","-","-","-","-","33.1","-"
"Distrito Federal","dezembro 2001","70.3","95.6","96.6","185.1","45.7","-","-","-","-","-","-","34.9","-"
"Distrito Federal","janeiro 2002","55.1","74.7","74.4","70.9","31.3","-","-","-","-","-","-","35.2","-"
"Distrito Federal","fevereiro 2002","55.2","72.5","72.4","60.2","24.9","-","-","-","-","-","-","28.5","-"
"Distrito Federal","março 2002","70.0","83.4","84.9","75.4","30.5","-","-","-","-","-","-","36.0","-"
"Distrito Federal","abril 2002","69.4","79.5","80.4","75.3","31.0","-","-","-","-","-","-","37.1","-"
"Distrito Federal","maio 2002","68.8","81.4","82.3","97.0","34.2","-","-","-","-","-","-","33.3","-"
"Distrito Federal","junho 2002","65.6","77.3","77.9","91.3","29.5","-","-","-","-","-","-","29.3","-"
"Distrito Federal","julho 2002","68.4","78.6","79.8","91.6","27.6","-","-","-","-","-","-","35.5","-"
"Distrito Federal","agosto 2002","73.8","85.4","86.5","93.1","30.6","-","-","-","-","-","-","35.0","-"
"Distrito Federal","setembro 2002","71.2","77.4","78.6","75.8","26.1","-","-","-","-","-","-","33.9","-"
"Distrito Federal","outubro 2002","71.3","79.4","80.2","78.8","28.0","-","-","-","-","-","-","35.2","-"
"Distrito Federal","novembro 2002","65.0","74.4","74.5","91.4","28.4","-","-","-","-","-","-","32.8","-"
"Distrito Federal","dezembro 2002","66.3","85.7","86.9","189.6","43.8","-","-","-","-","-","-","34.8","-"
"Distrito Federal","janeiro 2003","57.0","68.4","69.3","70.3","29.3","-","-","-","-","-","-","36.1","-"
"Distrito Federal","fevereiro 2003","55.5","67.1","67.9","67.6","24.9","-","-","-","-","-","-","32.7","-"
"Distrito Federal","março 2003","57.2","71.4","71.8","68.7","25.2","-","-","-","-","-","-","30.2","-"
"Distrito Federal","abril 2003","56.6","71.7","72.4","75.7","24.0","-","-","-","-","-","-","32.1","-"
"Distrito Federal","maio 2003","61.5","74.2","75.3","70.7","29.8","-","-","-","-","-","-","32.6","-"
"Distrito Federal","junho 2003","62.1","71.6","72.2","87.0","26.6","-","-","-","-","-","-","32.8","-"
"Distrito Federal","julho 2003","61.6","69.1","70.0","89.6","30.6","-","-","-","-","-","-","37.3","-"
"Distrito Federal","agosto 2003","65.1","69.7","69.9","91.1","30.4","-","-","-","-","-","-","36.5","-"
"Distrito Federal","setembro 2003","63.6","65.0","65.4","76.1","30.7","-","-","-","-","-","-","39.7","-"
"Distrito Federal","outubro 2003","65.7","69.2","69.7","79.9","33.7","-","-","-","-","-","-","42.1","-"
"Distrito Federal","novembro 2003","65.8","71.8","73.1","81.1","33.7","-","-","-","-","-","-","44.1","-"
"Distrito Federal","dezembro 2003","69.1","87.1","88.9","178.6","53.0","-","-","-","-","-","-","48.7","-"
"Distrito Federal","janeiro 2004","55.6","67.5","68.4","66.4","36.1","-","-","37.4","69.7","37.2","39.4","43.6","58.0"
"Distrito Federal","fevereiro 2004","57.6","68.6","69.4","60.1","30.4","-","-","38.6","49.9","38.4","35.6","45.0","53.6"
"Distrito Federal","março 2004","69.1","74.5","75.4","69.6","34.4","-","-","45.7","49.2","16.4","44.0","56.2","66.2"
"Distrito Federal","abril 2004","65.3","75.7","76.8","71.1","33.8","-","-","41.4","41.8","55.4","53.7","45.8","60.8"
"Distrito Federal","maio 2004","68.9","74.2","75.3","87.0","38.8","-","-","46.5","46.8","21.3","53.8","50.9","66.4"
"Distrito Federal","junho 2004","65.7","72.7","73.6","94.1","36.3","-","-","46.0","42.1","19.0","55.6","46.2","64.5"
"Distrito Federal","julho 2004","65.0","77.3","78.3","93.2","39.1","-","-","45.6","68.0","15.8","51.6","49.6","70.3"
"Distrito Federal","agosto 2004","65.0","76.8","77.9","82.5","38.8","-","-","48.2","71.1","21.6","48.3","48.9","71.4"
"Distrito Federal","setembro 2004","61.5","74.3","75.3","72.7","36.1","-","-","44.6","58.4","22.3","47.8","48.6","66.9"
"Distrito Federal","outubro 2004","63.7","78.5","79.7","80.4","39.5","-","-","45.1","61.1","14.1","57.1","49.9","66.6"
"Distrito Federal","novembro 2004","63.7","74.6","75.7","84.7","40.8","-","-","44.0","68.6","95.1","57.2","54.0","68.4"
"Distrito Federal","dezembro 2004","68.4","91.0","92.4","186.9","63.1","-","-","57.6","115.1","58.5","116.3","57.3","66.0"
"Distrito Federal","janeiro 2005","58.9","69.3","70.3","74.8","41.6","-","-","39.9","80.3","45.4","46.2","51.6","65.2"
"Distrito Federal","fevereiro 2005","56.8","76.4","77.1","70.9","39.0","-","-","38.1","79.1","35.0","40.7","49.7","54.5"
"Distrito Federal","março 2005","62.5","88.0","88.8","87.9","46.9","-","-","50.1","63.5","21.0","64.1","57.4","62.2"
"Distrito Federal","abril 2005","57.8","83.3","83.8","86.9","48.4","-","-","47.8","59.2","54.6","47.2","54.9","64.4"
"Distrito Federal","maio 2005","63.3","82.4","82.9","106.7","54.0","-","-","49.7","57.1","41.6","53.2","56.0","62.8"
"Distrito Federal","junho 2005","63.6","82.3","82.7","106.3","47.3","-","-","49.4","51.6","25.5","52.3","54.4","63.5"
"Distrito Federal","julho 2005","62.8","89.1","89.9","103.9","47.7","-","-","48.2","56.4","36.1","52.8","56.9","63.8"
"Distrito Federal","agosto 2005","64.9","92.0","93.0","101.1","47.1","-","-","51.5","68.2","33.9","52.6","61.3","68.0"
"Distrito Federal","setembro 2005","62.5","92.4","93.4","87.7","41.7","-","-","48.5","62.6","52.3","50.5","58.5","64.8"
"Distrito Federal","outubro 2005","63.8","99.3","100.4","97.0","45.0","-","-","51.1","60.2","37.2","62.2","62.2","69.2"
"Distrito Federal","novembro 2005","59.4","94.2","95.7","101.1","47.0","-","-","47.6","67.9","112.4","63.1","66.9","74.7"
"Distrito Federal","dezembro 2005","65.3","117.2","119.3","209.2","72.9","-","-","63.3","97.2","86.7","123.3","79.1","70.4"
"Distrito Federal","janeiro 2006","54.5","88.3","89.5","80.2","48.7","-","-","44.1","102.5","81.9","49.7","64.5","70.1"
"Distrito Federal","fevereiro 2006","59.7","80.1","81.1","71.6","40.5","-","-","57.0","86.4","74.8","46.2","57.9","59.4"
"Distrito Federal","março 2006","64.2","86.8","87.9","85.1","49.5","-","-","52.2","90.4","48.6","57.6","74.3","68.7"
"Distrito Federal","abril 2006","62.7","91.2","92.5","88.1","47.4","-","-","50.1","73.8","104.1","68.8","63.8","59.4"
"Distrito Federal","maio 2006","70.2","85.1","86.3","104.2","60.8","-","-","55.5","80.6","110.3","61.5","75.1","73.0"
"Distrito Federal","junho 2006","70.3","86.0","87.3","104.0","49.9","-","-","52.4","59.8","30.5","63.0","65.6","66.7"
"Distrito Federal","julho 2006","66.0","84.7","85.9","106.3","48.5","-","-","53.8","55.4","24.9","60.1","78.8","72.8"
"Distrito Federal","agosto 2006","71.6","85.4","86.5","98.5","54.0","-","-","57.4","66.4","40.7","64.1","85.7","78.3"
"Distrito Federal","setembro 2006","73.2","88.2","89.1","87.7","50.0","-","-","52.6","63.8","65.6","62.2","71.8","74.7"
"Distrito Federal","outubro 2006","71.2","96.0","97.2","91.3","54.0","-","-","51.8","64.7","42.2","74.0","80.5","73.0"
"Distrito Federal","novembro 2006","71.1","96.0","97.4","107.5","56.7","-","-","51.5","68.9","137.0","73.0","85.3","78.3"
"Distrito Federal","dezembro 2006","71.4","116.1","118.2","201.8","76.5","-","-","61.8","97.9","155.6","136.7","89.5","73.0"
"Distrito Federal","janeiro 2007","65.9","89.0","90.3","82.6","60.6","-","-","45.4","129.7","107.3","58.9","82.0","76.4"
"Distrito Federal","fevereiro 2007","63.5","88.1","89.4","73.5","48.1","-","-","61.1","98.4","126.8","53.1","70.9","64.0"
"Distrito Federal","março 2007","76.9","98.8","100.1","89.8","54.3","-","-","56.4","103.4","62.2","67.0","88.3","77.7"
"Distrito Federal","abril 2007","71.3","99.8","101.5","85.2","49.9","-","-","50.8","86.1","101.9","69.1","80.8","72.5"
"Distrito Federal","maio 2007","74.1","95.2","96.6","119.2","60.9","-","-","58.3","84.9","139.2","69.0","88.5","80.4"
"Distrito Federal","junho 2007","71.8","95.6","96.9","109.9","54.2","-","-","58.6","73.6","38.6","71.6","90.6","77.8"
"Distrito Federal","julho 2007","68.4","92.2","93.5","104.6","53.9","-","-","55.9","57.5","32.1","67.9","97.8","86.5"
"Distrito Federal","agosto 2007","73.7","95.7","97.0","110.5","60.0","-","-","63.2","75.2","48.3","73.0","108.8","87.1"
"Distrito Federal","setembro 2007","71.6","97.3","98.8","94.2","56.1","-","-","56.0","66.9","79.9","68.8","86.9","77.9"
"Distrito Federal","outubro 2007","71.4","95.0","96.4","101.3","61.0","-","-","59.5","73.0","54.1","87.7","102.4","88.2"
"Distrito Federal","novembro 2007","72.2","97.1","98.7","113.7","62.8","-","-","55.6","74.4","160.3","82.4","98.8","87.7"
"Distrito Federal","dezembro 2007","74.3","118.1","120.0","213.6","87.9","-","-","69.8","105.1","150.6","148.4","94.4","74.7"
"Distrito Federal","janeiro 2008","66.6","90.1","91.1","91.0","69.8","-","-","58.6","147.7","128.3","68.1","89.1","83.8"
"Distrito Federal","fevereiro 2008","68.6","89.3","90.5","76.4","56.0","-","-","54.5","129.4","151.3","62.3","82.2","74.7"
"Distrito Federal","março 2008","70.4","102.4","103.6","96.3","62.5","-","-","66.8","112.7","95.1","88.9","94.0","77.3"
"Distrito Federal","abril 2008","74.0","91.7","92.9","95.8","63.0","-","-","63.0","99.6","126.4","68.6","93.8","82.0"
"Distrito Federal","maio 2008","75.9","94.2","95.4","115.3","71.8","-","-","74.1","95.6","142.6","81.0","84.0","80.9"
"Distrito Federal","junho 2008","75.9","88.6","89.5","115.8","63.2","-","-","62.1","92.7","57.1","76.2","86.2","83.4"
